,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
8227,25th week,Uttar Pradesh,Uttar Pradesh,Acute Diarrhoeal Disease,18,,29,5,2010,26.8420098,80.94785711,0.007380153207,5.0,308.78000000000003
8228,25th week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,15,,8,6,2010,25.6035084,83.50745405,0.002565244546,3.0,311.688
8229,25th week,Kerala,Kottayam,Dengue,68,1.0,9,4,2010,9.6287383,76.64553257,0.6537017864,32.0,304.4866666
8230,26th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,20,,25,6,2010,14.4752936,78.8216861,0.1611383373,,307.40000000000003
8231,26th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,51,,25,6,2011,13.1601048,79.15555062,0.02659007207,,307.488
8232,26th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,37,,30,6,2010,15.6589741,79.47164373,0.1133148257,9.0,310.56
8233,26th week,Assam,Bongaigaon,Acute Diarrhoeal Disease,18,,22,6,2010,26.41237695,90.57149765,1.890202199,21.0,301.58
8234,26th week,Assam,Lakhimpur,Acute Encephalitis Syndrome,6,1.0,27,6,2010,27.0827158,93.9978423,1.599624629,3.0,300.52
8235,26th week,Bihar,Lakhisarai,Malaria,13,,23,6,2010,25.1677029,86.05935924,0.6143783894,5.0,307.72
8236,26th week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,115,,20,6,2010,23.2232877,72.6492267,0.05166004554,4.0,310.43333340000004
8237,26th week,Gujarat,Kheda,Acute Diarrhoeal Disease,23,,25,6,2010,22.75,72.833333,0.01345771185,,310.5866666
8238,26th week,Gujarat,Navsari,Acute Diarrhoeal Disease,54,,24,6,2010,20.952407,72.9323831,0.02331308607,5.0,308.12
8239,26th week,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,40,,26,6,2010,21.7718836,72.1416449,0.04482176549,,311.07
8240,26th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,19,,26,6,2010,19.91883295,75.87085986,0.09492809062,,312.62
8241,26th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,235,,17,6,2010,20.0112475,73.7902364,1.424238524,,306.62
8242,26th week,Odisha,Ganjam,Acute Diarrhoeal Disease,28,,23,6,2010,19.4129711,85.04710406,,9.0,305.57
8243,26th week,Puducherry,Puducherry,Cholera,4,,22,6,2010,11.9340568,79.8306447,0.2254894541,11.0,308.8466666
8244,26th week,Rajasthan,Jaipur,Acute Diarrhoeal Disease,20,,22,6,2010,26.9154576,75.8189817,0.006955662528,3.0,318.98
8245,26th week,Rajasthan,Pali,Acute Diarrhoeal Disease,331,,23,6,2010,25.6040908,73.41560879,0.001078489207,2.0,318.6266666
8246,26th week,Tamil Nadu,Thiruvarur,Acute Diarrhoeal Disease,15,,23,6,2010,10.73618605,79.63318659,0.2628238366,10.0,308.6866666
8247,26th week,Tamil Nadu,Thiruvarur,Acute Diarrhoeal Disease,31,,27,6,2010,10.73618605,79.63318659,0.1044567221,11.0,305.40000000000003
8248,26th week,West Bengal,Howrah,Acute Diarrhoeal Disease,24,,29,6,2010,22.5736296,88.3251045,0.8787628304,11.0,
8249,26th week,Rajasthan,Barmer,Acute Diarrhoeal Disease,15,,7,6,2010,25.5819034,71.61966243,0.07726313978,1.0,314.192
8250,26th week,Rajasthan,Barmer,Acute Diarrhoeal Disease,10,,10,6,2010,25.5819034,71.61966243,0.1472559662,,309.35
8251,26th week,Rajasthan,Tonk,Acute Diarrhoeal Disease,33,,9,6,2010,26.12214725,75.66375374,0.06648818451,,313.575
8252,26th week,Tamil Nadu,Trichy,Acute Diarrhoeal Disease,114,,15,6,2010,10.7992254,78.6811423,0.1820403341,5.0,
8253,26th week,Rajasthan,Sikar,Acute Diarrhoeal Disease,17,,6,5,2010,27.662826,75.02792629,0.003367578049,3.0,316.556
8254,27th week,Telangana,Warangal,Acute Diarrhoeal Disease,10,,30,6,2010,17.9820644,79.5970954,0.2134803996,5.0,307.1333334
8255,27th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,71,,3,7,2010,14.4752936,78.8216861,0.2519185226,,308.40000000000003
8256,27th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,14,,1,7,2010,14.4752936,78.8216861,0.08385786717,9.0,308.40000000000003
8257,27th week,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,40,,26,6,2010,21.7718836,72.1416449,0.04482176549,,311.07
8258,27th week,Haryana,Karnal,Cholera,10,,3,7,2010,29.6803266,76.9896254,0.1474472391,,302.255
8259,27th week,Jharkhand,Jamtara,Acute Diarrhoeal Disease,30,,2,7,2010,23.9232867,86.77353494,0.9552154317,7.0,
8260,27th week,Maharashtra,Nashik,Malaria,24,,29,6,2010,20.0112475,73.7902364,0.3902859478,7.0,306.84000000000003
8261,27th week,Maharashtra,Raigad,Acute Diarrhoeal Disease,12,,2,7,2010,18.4928092,73.13807095,0.5895926865,8.0,298.58
8262,27th week,Maharashtra,Ratnagiri,Acute Diarrhoeal Disease,44,,3,7,2010,17.2826079,73.4569787,1.200794741,,
8263,27th week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,245,,2,7,2010,28.0159286,73.3171367,0.001686712518,2.0,313.644
8264,27th week,Tamil Nadu,Pudukkottai,Acute Diarrhoeal Disease,32,,2,7,2010,10.5,78.833333,0.3626294376,9.0,310.21
8265,27th week,West Bengal,Purulia,Acute Diarrhoeal Disease,67,1.0,30,6,2010,23.3291882,86.3672378,0.5502031647,8.0,306.17
8266,27th week,Assam,Dhubri,Malaria,140,,8,6,2010,26.01894625,89.94188952,4.658001312,2.0,290.95
8267,27th week,Maharashtra,Hingoli,Acute Diarrhoeal Disease,17,,21,6,2010,19.54140965,77.17376601,0.5852340467,3.0,
8268,27th week,Tamil Nadu,Kancheepuram,Acute Diarrhoeal Disease,15,,24,6,2010,12.87960515,79.70427615,0.3288881967,10.0,308.82
8269,27th week,Gujarat,Navsari,Cholera,251,,24,6,2010,20.952407,72.9323831,0.02331308607,5.0,308.12
8270,27th week,Assam,Sonitpur,Malaria,199,2.0,24,5,2010,26.76777075,92.70140886,1.602220591,,302.04
8271,27th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,10,,28,6,2010,19.91883295,75.87085986,0.09290080196,2.0,310.7
8272,27th week,Puducherry,Puducherry,Cholera,7,,29,6,2010,11.9340568,79.8306447,0.178446875,12.0,309.05333340000004
8273,27th week,West Bengal,Nadia,Cholera,287,,27,6,2010,23.48454125,88.55676307,0.5943407048,11.0,301.49
8274,28th week,Haryana,Yamunanagar,Acute Diarrhoeal Disease,219,,6,7,2010,30.2112003,77.28638972,0.3794397078,7.0,302.36
8275,28th week,Tamil Nadu,Thiruvallur,Acute Diarrhoeal Disease,85,,5,7,2010,13.13014755,79.92435386,0.2797536479,8.0,304.68
8276,28th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,18,,5,7,2010,12.22721295,79.07015555,0.2311447628,11.0,310.78000000000003
8277,28th week,Tamil Nadu,Villupuram - Kallakurichi,Acute Diarrhoeal Disease,15,1.0,5,7,2010,11.629177,78.8599569,0.2404901144,12.0,308.42
8278,28th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,20,,4,7,2010,24.0,87.583333,1.118796396,,
8279,28th week,Telangana,Warangal,Acute Diarrhoeal Disease,10,,30,6,2010,17.9820644,79.5970954,0.2134803996,5.0,307.1333334
8280,28th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,15,,21,6,2010,27.3,93.05,3.272784889,5.0,287.45
8281,28th week,Assam,Sonitpur,Malaria,289,3.0,24,5,2010,26.76777075,92.70140886,1.602220591,,302.04
8282,28th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,28,,6,7,2010,9.9696643,77.47420049,0.2688121983,5.0,316.6666666
8283,28th week,Telangana,Adilabad,Acute Diarrhoeal Disease,30,,16,7,2010,19.5,78.5,0.1208336402,7.0,300.42
8284,28th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,44,,14,7,2010,15.6589741,79.47164373,0.08708779789,12.0,303.8866666
8285,28th week,Himachal Pradesh,Shimla,Cholera,40,1.0,13,7,2010,31.1041526,77.1709729,0.7396077053,29.0,297.395
8286,28th week,Haryana,Kurukshetra,Cholera,5,,12,7,2010,29.9693747,76.8482787,1.240352412,,303.045
8287,28th week,Madhya Pradesh,Guna,Acute Diarrhoeal Disease,63,,14,7,2010,24.5,77.5,0.2410375421,7.0,309.53000000000003
8288,28th week,Maharashtra,Beed,Acute Diarrhoeal Disease,29,,13,7,2010,18.9918442,75.909784,0.4321935047,3.0,
8289,28th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,202,1.0,14,7,2010,31.29201065,75.56805772,1.013256608,8.0,302.964
8290,28th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,100,,16,7,2010,30.7041168,76.7176885,0.4547184123,10.0,301.505
8291,28th week,Odisha,Ganjam,Acute Diarrhoeal Disease,11,,12,7,2010,19.4129711,85.04710406,,,300.93333340000004
8292,28th week,Rajasthan,Baran,Acute Diarrhoeal Disease,78,,11,7,2010,24.91765715,76.69627663,0.3150708961,,307.5066666
8293,28th week,Rajasthan,Jaipur,Cholera,766,,16,7,2010,26.9154576,75.8189817,0.06203419344,4.0,310.33
8294,28th week,Rajasthan,Pali,Acute Diarrhoeal Disease,109,,17,7,2010,25.6040908,73.41560879,0.08643451456,2.0,309.9733334
8295,28th week,Rajasthan,Nagaur,Acute Diarrhoeal Disease,48,,16,7,2010,27.0607859,74.17667538,0.0285026515,2.0,308.94
8296,28th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,34,1.0,16,7,2010,24.1745993,88.2721335,1.071846974,8.0,300.62
8297,28th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,15,,22,6,2010,27.3,93.05,3.563766266,5.0,285.4466666
8298,28th week,Haryana,Gurgaon,Acute Diarrhoeal Disease,155,,10,7,2010,28.42826235,77.00270015,1.267421032,4.0,308.17
8299,28th week,Karnataka,Tumkur,Acute Diarrhoeal Disease,50,,12,7,2010,13.3400771,77.1006208,0.3787557191,,301.37
8300,28th week,Karnataka,Hassan,Acute Diarrhoeal Disease,15,,15,7,2010,13.0070817,76.0992703,0.2510458025,6.0,299.6
8301,28th week,Karnataka,Chitradurga,Dengue,212,,9,7,2010,14.2266443,76.4005122,0.5157051303,3.0,308.76
8302,28th week,Madhya Pradesh,Chhindwara,Acute Diarrhoeal Disease,40,,9,7,2010,22.13983105,78.80964495,2.07051305,4.0,298.78000000000003
8303,28th week,Maharashtra,Parbhani,Acute Diarrhoeal Disease,61,,9,7,2010,19.29031365,76.60290343,2.304096889,2.0,303.56
8304,28th week,Maharashtra,Akola,Acute Diarrhoeal Disease,59,,8,7,2010,20.76181225,77.19211567,1.080278146,2.0,306.72
8305,28th week,Haryana,Karnal,Cholera,46,,3,7,2010,29.6803266,76.9896254,0.1474472391,,302.255
8306,28th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,13,,12,7,2010,19.91883295,75.87085986,0.5904307987,,305.3
8307,28th week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,10,,17,7,2010,11.9415377,79.4861469,0.2144749053,10.0,309.4733334
8308,28th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,13,,13,7,2010,24.0,87.583333,0.9007069604,7.0,305.13
8309,29th week,Telangana,Adilabad,Acute Diarrhoeal Disease,30,,16,7,2010,19.5,78.5,0.1208336402,7.0,300.42
8310,29th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,44,,14,7,2010,15.6589741,79.47164373,0.08708779789,12.0,303.8866666
8311,29th week,Himachal Pradesh,Shimla,Cholera,40,1.0,13,7,2010,31.1041526,77.1709729,0.7396077053,29.0,297.395
8312,29th week,Haryana,Kurukshetra,Cholera,5,,12,7,2010,29.9693747,76.8482787,1.240352412,,303.045
8313,29th week,Madhya Pradesh,Guna,Acute Diarrhoeal Disease,63,,14,7,2010,24.5,77.5,0.2410375421,7.0,309.53000000000003
8314,29th week,Maharashtra,Beed,Acute Diarrhoeal Disease,29,,13,7,2010,18.9918442,75.909784,0.4321935047,3.0,
8315,29th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,202,1.0,14,7,2010,31.29201065,75.56805772,1.013256608,8.0,302.964
8316,29th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,100,,16,7,2010,30.7041168,76.7176885,0.4547184123,10.0,301.505
8317,29th week,Odisha,Ganjam,Acute Diarrhoeal Disease,11,,12,7,2010,19.4129711,85.04710406,,,300.93333340000004
8318,29th week,Rajasthan,Baran,Acute Diarrhoeal Disease,78,1.0,11,7,2010,24.91765715,76.69627663,0.3150708961,,307.5066666
8319,29th week,Rajasthan,Jaipur,Cholera,766,,16,7,2010,26.9154576,75.8189817,0.06203419344,4.0,310.33
8320,30th week,Haryana,Narnaul,Acute Diarrhoeal Disease,220,,21,7,2010,27.99708325,76.07576218,0.2608407146,6.0,311.92
8321,30th week,Maharashtra,Parbhani,Acute Diarrhoeal Disease,39,,19,7,2010,19.29031365,76.60290343,0.3678758775,,305.39
8322,30th week,Punjab,Barnala,Acute Diarrhoeal Disease,276,,20,7,2010,30.3704685,75.50401742,0.2159654165,,304.96
8323,30th week,Tamil Nadu,Tiruvannamalai,Dengue,9,,24,7,2010,12.22721295,79.07015555,0.3318388059,8.0,303.1
8324,30th week,Uttarakhand,Pratap Nagar,Acute Diarrhoeal Disease,25,1.0,22,7,2010,29.2175566,79.5024268,4.752676189,18.0,300.29
8325,30th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,5,2.0,18,7,2010,22.3599134,87.41331448,0.5332420299,10.0,303.85
8326,30th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,65,,19,7,2010,22.9052114,88.3760639,0.4111894395,,301.44
8327,30th week,Bihar,Munger,Malaria,29,,12,7,2010,25.22081165,86.51720367,0.9780725054,,310.58
8328,30th week,Tamil Nadu,Erode,Acute Diarrhoeal Disease,15,,14,7,2010,11.3692044,77.67662687,0.3839312901,10.0,302.15000000000003
8329,30th week,Madhya Pradesh,Chhindwara,Acute Diarrhoeal Disease,132,,9,7,2010,22.13983105,78.80964495,2.07051305,4.0,298.78000000000003
8330,30th week,Puducherry,Puducherry,Cholera,6,,29,6,2010,11.9340568,79.8306447,0.178446875,12.0,309.05333340000004
8331,30th week,Rajasthan,Jaipur,Cholera,984,,16,7,2010,26.9154576,75.8189817,0.06203419344,4.0,310.33
8332,30th week,West Bengal,Purulia,Acute Diarrhoeal Disease,10,,23,7,2010,23.3291882,86.3672378,0.184327081,8.0,305.72
8333,31st week,Telangana,Medak,Acute Diarrhoeal Disease,31,,28,7,2010,17.9375095,78.21174499,0.8967460869,,
8334,31st week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,30,1.0,26,7,2010,15.6589741,79.47164373,0.617833668,5.0,
8335,31st week,Telangana,Warangal,Acute Diarrhoeal Disease,30,2.0,29,7,2010,17.9820644,79.5970954,1.182017417,7.0,
8336,31st week,Chhattisgarh,Surguja,Acute Diarrhoeal Disease,32,,27,7,2010,23.25,83.0,0.8929789357,,
8337,31st week,Madhya Pradesh,Narsinghpur,Acute Diarrhoeal Disease,32,,24,7,2010,22.9467047,79.1980228,0.3428461693,9.0,304.8
8338,31st week,Maharashtra,Jalna,Acute Diarrhoeal Disease,35,,24,7,2010,19.91883295,75.87085986,0.3141761416,3.0,
8339,31st week,Karnataka,Bijapur,Malaria,44,,10,7,2010,16.8269911,75.7175387,0.4555576312,3.0,303.13
8340,31st week,Karnataka,Koppal,Acute Diarrhoeal Disease,11,,23,7,2010,15.3484144,76.1547421,0.6510764482,3.0,
8341,31st week,Madhya Pradesh,Sagar,Acute Diarrhoeal Disease,45,1.0,21,7,2010,23.80961225,78.75911361,0.5671101062,9.0,310.96
8342,31st week,Maharashtra,Parbhani,Acute Diarrhoeal Disease,31,,18,7,2010,19.29031365,76.60290343,0.3396397973,4.0,306.43
8343,31st week,Odisha,Gajapati,Dengue,85,,21,7,2010,19.19557415,84.19297736,0.6064941497,17.0,298.5466666
8344,31st week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,37,,26,7,2010,14.4752936,78.8216861,0.41130478,10.0,
8345,31st week,Haryana,Narnaul,Acute Diarrhoeal Disease,245,,21,7,2010,27.99708325,76.07576218,0.2608407146,6.0,311.92
8346,31st week,Himachal Pradesh,Shimla,Cholera,235,1.0,13,7,2010,31.1041526,77.1709729,0.7396077053,29.0,297.395
8347,31st week,Karnataka,Tumkur,Acute Diarrhoeal Disease,97,,15,7,2010,13.3400771,77.1006208,0.1891186323,5.0,301.37
8348,32nd week,Gujarat,Vadodara,Acute Diarrhoeal Disease,41,2.0,22,7,2010,22.2973142,73.1942567,0.492251303,5.0,307.72
8349,32nd week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,12,,28,7,2010,23.2232877,72.6492267,2.152496609,,
8350,32nd week,Gujarat,Anand,Acute Diarrhoeal Disease,12,,28,7,2010,22.5584995,72.9625629,0.9663964233,,
8351,32nd week,Gujarat,Panchmahal,Acute Encephalitis Syndrome,6,6.0,23,7,2010,22.7748893,73.620404,0.4808198686,6.0,307.59000000000003
8352,32nd week,Madhya Pradesh,Betul,Acute Diarrhoeal Disease,256,1.0,23,7,2010,21.8796162,77.87568125,0.4874358065,13.0,300.90000000000003
8353,32nd week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,21,,25,7,2010,24.5,80.25,0.7466248572,10.0,304.42
8354,32nd week,Madhya Pradesh,Seoni,Acute Diarrhoeal Disease,35,,30,7,2010,22.2758789,79.72104465,1.599986433,8.0,
8355,32nd week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,114,,1,8,2010,23.5225788,77.8148001,1.468986649,8.0,300.76
8356,32nd week,Punjab,Ludhiana,Cholera,4,,6,7,2010,30.9090157,75.851601,0.2159989875,7.0,301.4066666
8357,32nd week,Rajasthan,Karauli,Acute Diarrhoeal Disease,52,,20,7,2010,26.51668105,77.05772977,0.3437849542,,313.8933334
8358,32nd week,Uttar Pradesh,Ghaziabad,Acute Diarrhoeal Disease,13,,22,7,2010,28.6711527,77.4120356,1.624889875,7.0,310.38
8359,32nd week,Tamil Nadu,Dindigul,Dengue,9,,25,7,2010,10.3303299,78.06739791,0.348618156,8.0,304.90000000000003
8360,32nd week,Tamil Nadu,Namakkal,Dengue,21,,27,7,2010,11.28422485,78.16615284,0.06997262745,,307.19
8361,32nd week,Tamil Nadu,Tiruvannamalai,Dengue,20,,28,7,2010,12.22721295,79.07015555,0.01032483905,,306.62
8362,32nd week,Tamil Nadu,Vellore,Chikungunya,8,,30,7,2010,12.7948109,79.0006411,0.0739963587,12.0,302.18
8363,32nd week,Tamil Nadu,Virudhunagar,Acute Diarrhoeal Disease,12,,22,7,2010,9.5208936,77.8784564,0.4509067222,4.0,
8364,32nd week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,9,,28,7,2010,13.1601048,79.15555062,0.0265531894,,301.38
8365,32nd week,Bihar,Lakhisarai,Malaria,121,,23,6,2010,25.1677029,86.05935924,0.6143783894,5.0,307.72
8366,32nd week,Rajasthan,Pali,Acute Diarrhoeal Disease,176,,17,7,2010,25.6040908,73.41560879,0.08643451456,2.0,309.9733334
8367,33rd week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,53,,26,7,2010,14.4752936,78.8216861,0.41130478,10.0,
8368,33rd week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,25,,2,8,2010,18.1120819,83.40521962,0.8399196414,5.0,303.04
8369,33rd week,Gujarat,Kutch,Chikungunya,175,,6,8,2010,23.583333,70.0,0.8300368866,5.0,294.44
8370,33rd week,Haryana,Jind,Acute Diarrhoeal Disease,120,,9,8,2010,29.30182625,76.33847077,0.2777880534,16.0,303.05333340000004
8371,33rd week,Haryana,Karnal,Malaria,142,,31,7,2010,29.6803266,76.9896254,0.6692870258,16.0,301.06
8372,33rd week,Karnataka,Belgaum,Acute Diarrhoeal Disease,43,,2,8,2010,15.8572666,74.5069343,1.474761356,2.0,296.74
8373,33rd week,Karnataka,Hassan,Dengue,17,,1,8,2010,13.0070817,76.0992703,0.632952293,3.0,299.2
8374,33rd week,Karnataka,Gulbarga,Dengue,31,,2,8,2010,17.166667,77.083333,1.008117548,2.0,
8375,33rd week,Kerala,Wayanad,Chikungunya,13,,1,7,2010,11.715219,76.12690295,0.696739417,7.0,294.48
8376,33rd week,Kerala,Malappuram,Malaria,9,,4,8,2010,11.10684475,76.1099551,0.969344964,,300.2
8377,33rd week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,26,,3,8,2010,26.166667,77.5,0.6273805897,8.0,302.38
8378,33rd week,Madhya Pradesh,Khandwa,Acute Diarrhoeal Disease,38,,4,8,2010,21.9778642,76.56882823,2.38873824,,
8379,33rd week,Madhya Pradesh,Narsinghpur,Acute Diarrhoeal Disease,96,,30,7,2010,22.9467047,79.1980228,0.858944407,4.0,
8380,33rd week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,43,,5,8,2010,22.5,75.25,1.258380529,,300.74
8381,33rd week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,28,,2,8,2010,23.25,78.083333,0.8790689551,3.0,
8382,33rd week,Madhya Pradesh,Bhopal,Acute Diarrhoeal Disease,29,,31,7,2010,23.2584857,77.401989,1.414256875,4.0,
8383,33rd week,Maharashtra,Beed,Acute Diarrhoeal Disease,28,1.0,1,1,2010,18.9918442,75.909784,0.08450463462,8.0,301.82
8384,33rd week,Punjab,Gurdaspur,Acute Diarrhoeal Disease,3,2.0,10,8,2010,32.166667,75.316667,1.161508195,7.0,309.23
8385,33rd week,Rajasthan,Udaipur,Cholera,25,,29,7,2010,24.578721,73.6862571,0.5481710268,10.0,303.29
8386,33rd week,Rajasthan,Ajmer,Acute Diarrhoeal Disease,48,,5,8,2010,26.4691,74.639,0.8916603858,,299.7
8387,33rd week,Rajasthan,Bhilwara,Acute Diarrhoeal Disease,45,,3,8,2010,25.48877345,74.69961284,0.8081269306,4.0,
8388,33rd week,Tamil Nadu,Thiruvarur,Dengue,22,,10,8,2010,10.73618605,79.63318659,0.1489311489,9.0,311.02
8389,33rd week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,14,,2,8,2010,11.9415377,79.4861469,0.03249150183,8.0,306.64
8390,33rd week,Uttar Pradesh,Varanasi,Acute Diarrhoeal Disease,17,,27,7,2010,25.3356491,83.0076292,0.9219296621,,
8391,33rd week,West Bengal,Chapra,Acute Diarrhoeal Disease,24,1.0,1,8,2010,23.55917085,88.57108716,0.574056877,12.0,300.12
8392,33rd week,West Bengal,Hooghly,Acute Diarrhoeal Disease,11,,1,8,2010,22.9052114,88.3760639,0.6375606769,10.0,299.40000000000003
8393,33rd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,97,1.0,30,7,2010,23.2495714,87.8681751,0.508871035,5.0,
8394,33rd week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,34,4.0,10,8,2010,26.4733048,88.67886686,0.4878018815,21.0,298.4666666
8395,33rd week,Telangana,Medak,Acute Diarrhoeal Disease,31,,28,7,2010,17.9375095,78.21174499,0.8967460869,,
8396,33rd week,Bihar,Munger,Malaria,54,,12,7,2010,25.22081165,86.51720367,0.9780725054,,310.58
8397,33rd week,Madhya Pradesh,Betul,Acute Diarrhoeal Disease,98,,3,8,2010,21.8796162,77.87568125,1.833318382,8.0,296.82
8398,33rd week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,7,1.0,22,7,2010,25.6035084,83.50745405,0.4952042744,4.0,
8399,34th week,Assam,Kamrup,Acute Diarrhoeal Disease,70,,14,8,2010,26.12755515,91.29987148,0.4933375414,8.0,302.44
8400,34th week,Gujarat,Surat,Acute Diarrhoeal Disease,24,,15,8,2010,21.19177615,72.95441578,0.5743738278,10.0,291.72
8401,34th week,Gujarat,Vadodara,Dengue,35,,13,8,2010,22.2973142,73.1942567,1.547957471,,287.78000000000003
8402,34th week,Haryana,Yamunanagar,Acute Diarrhoeal Disease,90,,16,8,2010,30.2112003,77.28638972,0.6187983069,9.0,302.27
8403,34th week,Madhya Pradesh,Shivpuri,Acute Diarrhoeal Disease,8,1.0,17,8,2010,25.37524125,77.82811933,0.7811332351,9.0,299.41
8404,34th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,14,,17,8,2010,31.29201065,75.56805772,0.8519237656,15.0,298.31
8405,34th week,Punjab,Fatehgarh Sahib,Acute Diarrhoeal Disease,50,,18,8,2010,30.6466737,76.3887563,0.6150758466,17.0,301.62
8406,34th week,Telangana,Warangal,Acute Diarrhoeal Disease,50,,11,8,2010,17.9820644,79.5970954,0.7501316857,9.0,305.7933334
8407,34th week,Arunachal Pradesh,Lower Subansiri,Malaria,24,,2,8,2010,27.8,93.6,1.018872718,28.0,286.375
8408,34th week,Madhya Pradesh,Hoshangabad,Malaria,108,,4,8,2010,22.6001502,77.92664521,2.656472612,,299.18
8409,34th week,Rajasthan,Tonk,Acute Diarrhoeal Disease,55,,9,8,2010,26.12214725,75.66375374,0.356582535,9.0,303.94
8410,34th week,Tamil Nadu,Villupuram,Dengue,158,,10,8,2010,11.9415377,79.4861469,0.2432323647,11.0,306.365
8411,34th week,Uttar Pradesh,Farrukhabad,Acute Diarrhoeal Disease,12,,27,7,2010,27.43719385,79.48912947,0.8445044952,,303.28000000000003
8412,34th week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,8,1.0,30,7,2010,25.4381302,81.8338005,0.9722630211,5.0,
